Date,Decimal Date,Name,ppm value,uncertainty,k
19 July 2026,2026.5438356164384,AH11A1,-4.880957132717377,0.058941102170331675,2.0859634472658364
19 July 2026,2026.5438356164384,AH11B1,-4.601519265572293,0.058934532264438504,2.0859634472658364
19 July 2026,2026.5438356164384,AH11C1,-4.3591305269430904,0.05859161091502936,2.0859634472658364
19 July 2026,2026.5438356164384,AH11D1,-4.115814423520305,0.05872336518760156,2.0859634472658364
19 July 2026,2026.5438356164384,AH11A2,-4.766412348822087,0.058936709535174533,2.0859634472658364
19 July 2026,2026.5438356164384,AH11B2,-4.927109631726452,0.058923447860279025,2.0859634472658364
19 July 2026,2026.5438356164384,AH11C2,-4.393401739611079,0.05872699696583544,2.0859634472658364
19 July 2026,2026.5438356164384,AH11D2,-3.4323776700975657,0.058722612044946394,2.0859634472658364
19 July 2026,2026.5438356164384,ES14,97.3464133300364,0.07055411298153594,2.0859634472658364
19 July 2026,2026.5438356164384,ES13,-14.735449515813002,0.06978013236762202,2.0859634472658364
19 July 2026,2026.5438356164384,ES16,18.19001045660923,0.37508475486373904,2.0859634472658364
19 July 2026,2026.5438356164384,GR10,12.783066487002198,0.8200947468761404,2.0859634472658364
19 July 2026,2026.5438356164384,GR100,37.44926497665182,0.20913693917009724,2.0859634472658364
19 July 2026,2026.5438356164384,GR1000A,29.15219588316245,0.2094154054832725,2.0859634472658364
19 July 2026,2026.5438356164384,GR1000B,12.437802766930218,0.522311919384522,2.0859634472658364
19 July 2026,2026.5438356164384,ES13ES16,1.7824763894385143,0.05520159162687889,2.0859634472658364
