File information for this summary
Summary produced,2021-10-07 13:44:40.475054
List of files held in,G:\My Drive\KJ\PycharmProjects\CapacitanceScale\main_2021-09-28.csv
Working directory,new_datastore\sep2021
Dial input,dialcal_in_2021-09-03.csv
Dial output,dialcal_out_2021-09-03.csv
Permutable,comp_permute_2021-09-02.csv
Ratio input,ratiocal_in_2021-09-27.csv
Ratio output,ratiocal_out_2021-09-27.csv
Scale input,capcal_in_2021-09-28.csv
Scale output,capcal_out_2021-09-28.csv
Leads and caps,comp_leads_caps_2021-09-02.csv
Reference,reference_val_2021-08-24.csv

Input for calibrating the main dials
Date,03-Sep-21
Reference,KJ Lab Diary 2, p.126-127, 100k #2, beta dial capacitor and transformer capacitor in place
w,1.00E+04
alpha1,0.99973,2e-06
beta1,-0.00058,2e-06
alpha2,-0.0004,2e-06
beta2,1.0018,2e-06
r,0.01
k,0.2
c1,es14
c2,gr1000b
label y3,100k2
r3,100.19375e3
ur3,0.1
c3,0.0163e-12
uc3,0.001e-12

Calculated dial factors
Date,03-Sep-21
Reference,KJ Lab Diary 2
Name,real,u,imag,u,df
factora,1.0003524339813534,2.0027991336393255e-06,0.0005839748330213842,2.0498550909884828e-06,129834.1537313024
factorb,1.0002333356352149,2.2331991369067614e-06,-0.00041983101116730635,2.2570042086264615e-06,391314.8290383596

Input for calibrating the main 10:1 ratio
Components of permutable capacitor circuit with updated capacitor values from KJ Lab Diary 2 p.125 corrected in Permutable_check.xlsx
component,real,imaginary
za,0.065128,0.004269
ya,5e-11,6.491500000000001e-07
zinta,0.02606,0.002417
y3,2.09e-10,6.0527e-08
y4Y2,6.4e-09,3.1817999999999998e-06
zb,0.065498,0.0043300000000000005
yb,5e-11,6.438e-07
zintb,0.4169999999999998,0.002515
y1,2.09e-10,6.0527e-08
y2Y1,7.41e-10,4.0168e-07
pc1,10.000304
pc2,10.000066
pc3,10.000043
pc4,10.000145
pc5,9.999912
pc6,10.000157
pc7,10.000231
pc8,10.000167
pc9,10.000290
pc10,10.000328
pc11,10.000153

Balance readings
Date,27-Sep-21,
Reference, Minyu lab book
w,1.00E+04
s1,-0.167333,0.141049
s2,0.093293,0.140649
s3,0.119893,0.138359
s4,0.005113,0.142539
s5,0.263233,0.139309
s6,-0.003933,0.142669
s7,-0.093615,0.141569
s8,-0.018605,0.141879
s9,-0.155655,0.142459
s10,-0.195455,0.141609
s11,-0.002665,0.140449
s12,-0.167275,0.135589

Calculated 10:1 ratio
Date,27-Sep-21
Reference, Minyu lab book
Name,real,u,imag,u,df
ratio,10.000014465974882,2.7719520412199487e-08,-0.00014309320843208432,4.6282095603909897e-07,3.532946727910931e+17

Input for capacitance scale
Date,28-Sep-21
Reference,Minyu ...
w,1.00E+04
r1,1.106275,-0.61589
r2,0.813575,-0.162489
r3,0.074525,-0.154489
r4,0.009315,-0.164436
r5,0.011980,-0.176136
r6,0.008998,-0.154786
r7,0.006649,-0.154748
r8,0.219719,-0.172180
r9,0.009299,-0.164400
r10,0.010149,-0.160809
r11,0.013679,-0.173967
r12,0.006679,-0.173237
r13,-0.414136,-0.166497
r14,-0.317444,-0.114495
r15,-0.162872,-0.110527

Calculated capacitance values
Name,capacitance/pF,u/pF,conductance/nS,u/nS
AH11A1,9.99995403297079,5.532740080541818e-07,0.0004321466799625015,3.1119975202915055e-05
AH11B1,9.999956699012564,5.532079182856036e-07,0.0005503250228347891,3.1114726755550794e-05
AH11C1,99.9995864,5.499977252000001e-06,0.0018999921415999998,0.00029999875919999996
AH11D1,99.99957790383046,5.5122982581383145e-06,0.0022274130206479752,0.00030004132582458896
AH11A2,9.999953719977738,5.532392613667529e-07,0.00033614015754158006,3.111771178042895e-05
AH11B2,9.999951378911096,5.531146445356317e-07,0.00033947686464966254,3.1100308427709476e-05
AH11C2,99.99954264058636,5.512707925449973e-06,0.0009059676190007445,0.0003000446949429629
AH11D2,99.99961266637781,5.512300173029335e-06,0.0009841216185855653,0.00030004143003319153
ES14,0.5000482683858131,2.7720716320468754e-08,0.00014569081532315382,1.590919336368824e-06
ES13,4.999936618254728,2.759672869735433e-07,-0.000908724079030177,1.5387850918153322e-05
ES16,5.000082926735394,2.759858247846813e-07,0.0013580620276784528,1.5388703123722473e-05
GR10,10.000164782129133,5.519596443696648e-07,0.0006254244538532214,3.077695282827984e-05
GR100,100.00382647962381,5.511854841247085e-06,0.002897492545710501,0.0003042396051686961
GR1000A,1000.0289337626141,5.603591564341017e-05,0.05125155692606231,0.0031067227422402646
GR1000B,1000.0134702479963,5.6035047257491236e-05,0.05531171387538896,0.003106675655221103
ES13ES16,10.000019544990122,5.519515111932563e-07,0.00044933794864827545,3.077650552129983e-05

Leads and capacitors summary as at input (no updated best values)
Leads
Name,rel unc,ang freq,C pF,G nS,r ohm,l microH
hv1,0.05,10000.0,255.20000000000002,0.28,0.286,0.7820000000000001
hv2,0.05,10000.0,260.6,0.3,0.16,0.83
lv1,0.05,10000.0,93.60000000000001,0.2,0.302,0.616
lv2,0.05,10000.0,169.8,0.36,0.273,1.101
xfrm,0.05,10000.0,52.39999999999999,0.34,0.037,0.8099999999999999
no_lead,0.05,10000.0,0.0,0.0,0.0,0.0
Capacitors
Name,C pF,u pF,G nS,u nS,yhv pF,yhv nS,ylv pF,ylv nS,ang freq
ah11a1,9.999951763816476,3.11199682572633e-05,0.00029002444221551236,5.532739034968121e-07,84.2,1.6199999999999999,120.80000000000003,0.72,10000.0
ah11b1,9.999954397948892,3.111471969425587e-05,0.00036018493151226564,5.532078167542712e-07,83.6,2.48,117.5,0.7,10000.0
ah11c1,99.999586,0.000299998758,0.001899992134,5.4999772300000005e-06,104.1,2.06,87.7,0.57,10000.0
ah11d1,99.99957674320129,0.0003000413223557431,0.002986761931053543,5.512298198291968e-06,102.4,1.91,101.9,0.31,10000.0
ah11a2,9.99995129697657,3.1117704357028466e-05,0.0001526356162921639,5.532391561487359e-07,84.2,1.6199999999999999,119.10000000000002,0.43,10000.0
ah11b2,9.999948844293717,3.1100300656544065e-05,0.00014175445069272182,5.531145354454922e-07,77.8,1.6199999999999999,112.90000000000002,0.4,10000.0
ah11c2,99.99954145705067,0.00030004469138920805,0.0017052336876726337,5.512707855818356e-06,101.2,1.9599999999999997,104.8,0.56,10000.0
ah11d2,99.99961138234316,0.00030004142617868395,0.0017282599032453125,5.512300098650667e-06,102.4,1.91,101.9,0.31,10000.0
es14,0.5000479183498652,1.590918080130175e-06,2.0365249899780406e-05,2.772074267955824e-08,0.0,0.0,0.0,0.0,10000.0
es13,4.999936076340474,1.5387849359970282e-05,0.00013523089464483008,2.75966989869534e-07,204.99999999999997,0.8,0.0,0.0,10000.0
es16,5.000079965466848,1.538869342725276e-05,0.0001288506636678107,2.7598571169184945e-07,185.0,0.6,0.0,0.0,10000.0
gr10,10.0001709329435,3.077697173271781e-05,0.0004777611730860581,5.519600131627373e-07,0.0,0.0,0.0,0.0,10000.0
gr100,100.00381609730377,0.0003042395736094495,0.0034347839280521766,5.511854220081888e-06,483.7199999999999,0.7,0.0,0.0,10000.0
gr1000a,1000.0290087652974,0.0031067229773971625,0.07206676386634256,5.6035917643968484e-05,1386.0,0.0,0.0,0.0,10000.0
gr1000b,1000.0137402209807,0.003106676484327561,0.07754289126226872,5.6035059915701484e-05,1386.0,0.0,0.0,0.0,10000.0
es13_16,10.000016041807323,3.077649468778226e-05,0.00026408155831264074,5.519513448542612e-07,494.8,2.0799999999999996,0.0,0.0,10000.0
