Date,02-Jul-25
Reference,cap scale
w,1.00E+04
r1,1.11200,-0.04155
r2,0.816340,-0.164375
r3,0.066060,-0.067155
r4,0.010495,-0.150255
r5,0.014485,-0.162195
r6,0.012515,-0.139325
r7,0.010715,-0.140425
r8,0.213939,-0.160335
r9,0.011529,-0.147735
r10,0.009599,-0.147235
r11,0.012339,-0.162465
r12,0.003429,-0.161965
r13,-0.416969,-0.159163
r14,-0.325559,-0.117724
r15,-0.161406,-0.112574
