Date,28-Oct-25
Reference,p82 E005 cap scale,cap inject 5
w,1.00E+04
r1,-0.113816,0.016367
r2,-0.081546,0.016377
r3,0.089946,-0.139177
r4,0.011146,-0.152227
r5,0.013966,-0.162907
r6,0.011966,-0.140507
r7,0.010266,-0.141607
r8,0.215566,-0.163607
r9,0.011166,-0.150977
r10,0.009166,-0.145777
r11,0.011866,-0.160277
r12,0.002936,-0.159357
r13,-0.419436,-0.154477
r14,-0.326736,-0.103417
r15,-0.161986,-0.098867
Conditions
AH1,30.1,0.029
AH2,29.7,0.029
GRin,23.63027,0.000233
GRout,23.60746,0.000366
AB1,21.05,0.01
Sball,23.45723,0.002788
Perm,23.14306,0.00139
Barom,991.20,0.01
