Date,03-Jul-25
Reference,cap scale
w,1.00E+04
r1,1.13726,-0.16284
r2,0.817426,-0.163034
r3,0.091057,-0.135524
r4,0.011769,-0.147744
r5,0.014699,-0.162944
r6,0.012699,-0.137414
r7,0.010941,-0.139504
r8,0.214741,-0.161482
r9,0.011691,-0.144684
r10,0.009791,-0.147684
r11,0.012531,-0.161092
r12,0.003571,-0.147602
r13,-0.417521,-0.159602
r14,-0.326051,-0.107752
r15,-0.161782,-0.102192
Conditions
AH1,30.2,0.029
AH2,29.7,0.029
GRin,23.62996,0.00026
GRout,23.60497,0.00028
AB1,20.00,0.01
Sball,23.4627,0.0020
Perm,23.1445,0.0013
Barom,1017.63,0.05
