ah11a1, 9.99995297(55),"{""relu"": 0.01, ""name"": ""AH11A1"", ""nom_cap"": [0.0, 1e-11], ""yhv"": [1.62e-09, 8.42e-11], ""ylv"": [7.2e-10, 1.208e-10], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 4.4200987911226165e-14, \""ximag\"": 9.999952969186908e-08, \""u\"": [3.1119971856417214e-14, 5.532740083080645e-15], \""v\"": [9.684526483441995e-28, 9.434364141187774e-31, 9.434364141187774e-31, 3.061121282692722e-29], \""df\"": 58.802641357248085, \""label\"": null}"", ""flag"": ""best value set""}"
ah11b1, 9.99995590(55),"{""relu"": 0.01, ""name"": ""AH11B1"", ""nom_cap"": [0.0, 1e-11], ""yhv"": [2.48e-09, 8.36e-11], ""ylv"": [7e-10, 1.175e-10], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 1.9738561055760367e-13, \""ximag\"": 9.999955898922132e-08, \""u\"": [3.111472421337761e-14, 5.532079233303006e-15], \""v\"": [9.68126062874547e-28, 9.382972648672903e-31, 9.382972648672903e-31, 3.0603900643542375e-29], \""df\"": 58.76302091296977, \""label\"": null}"", ""flag"": ""best value set""}"
ah11c1, 99.9995864(55),"{""relu"": 0.01, ""name"": ""AH11C1"", ""nom_cap"": [0.0, 9.999999999999999e-11], ""yhv"": [2.06e-09, 1.0409999999999998e-10], ""ylv"": [5.7e-10, 8.77e-11], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 1.8999921415999998e-12, \""ximag\"": 9.99995864e-07, \""u\"": [2.999987592e-13, 5.499977252e-14], \""v\"": [8.999925552153957e-26, 0.0, 0.0, 3.0249749772517473e-27], \""df\"": 50.839329581450464, \""label\"": null}"", ""flag"": ""best value set""}"
ah11d1, 99.9996060(55),"{""relu"": 0.01, ""name"": ""AH11D1"", ""nom_cap"": [0.0, 9.999999999999999e-11], ""yhv"": [1.91e-09, 1.024e-10], ""ylv"": [3.1e-10, 1.019e-10], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 1.8704640582154104e-12, \""ximag\"": 9.99996060481195e-07, \""u\"": [3.0004141018935907e-13, 5.5122998051240983e-14], \""v\"": [9.002484782841922e-26, 6.950411335649517e-31, 6.950411335649517e-31, 3.0385449141571172e-27], \""df\"": 50.87220969552383, \""label\"": null}"", ""flag"": ""best value set""}"
ah11a2, 9.99995390(55),"{""relu"": 0.01, ""name"": ""AH11A2"", ""nom_cap"": [0.0, 1e-11], ""yhv"": [1.62e-09, 8.42e-11], ""ylv"": [4.3e-10, 1.191e-10], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": -5.861448685353354e-14, \""ximag\"": 9.999953903881346e-08, \""u\"": [3.111771223581907e-14, 5.532393349974325e-15], \""v\"": [9.683120147912438e-28, 9.455785813629644e-31, 9.455785813629644e-31, 3.0607376178840137e-29], \""df\"": 58.7855632049066, \""label\"": null}"", ""flag"": ""best value set""}"
ah11b2, 9.99995215(55),"{""relu"": 0.01, ""name"": ""AH11B2"", ""nom_cap"": [0.0, 1e-11], ""yhv"": [1.62e-09, 7.78e-11], ""ylv"": [4e-10, 1.129e-10], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": -3.399641574167091e-14, \""ximag\"": 9.999952153154905e-08, \""u\"": [3.110031068623869e-14, 5.531147469113399e-15], \""v\"": [9.672293247805726e-28, 9.455787327092016e-31, 9.455787327092016e-31, 3.0593592325079557e-29], \""df\"": 58.65490585971866, \""label\"": null}"", ""flag"": ""best value set""}"
ah11c2, 99.9995787(55),"{""relu"": 0.01, ""name"": ""AH11C2"", ""nom_cap"": [0.0, 9.999999999999999e-11], ""yhv"": [1.96e-09, 1.012e-10], ""ylv"": [5.6e-10, 1.0479999999999999e-10], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 5.239649600163334e-13, \""ximag\"": 9.999957868874554e-07, \""u\"": [3.0004480299202763e-13, 5.5127099108828915e-14], \""v\"": [9.002688380252468e-26, 7.970949255699318e-31, 7.970949255699318e-31, 3.0389970561546458e-27], \""df\"": 50.874687198551264, \""label\"": null}"", ""flag"": ""best value set""}"
ah11d2, 99.9996683(55),"{""relu"": 0.01, ""name"": ""AH11D2"", ""nom_cap"": [0.0, 9.999999999999999e-11], ""yhv"": [1.91e-09, 1.024e-10], ""ylv"": [3.1e-10, 1.019e-10], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 1.87829561124909e-12, \""ximag\"": 9.99996682694442e-07, \""u\"": [3.000415967109193e-13, 5.512303228361551e-14], \""v\"": [9.002495975683795e-26, 6.943610053358962e-31, 6.943610053358962e-31, 3.038548688140518e-27], \""df\"": 50.87220957975313, \""label\"": null}"", ""flag"": ""best value set""}"
es14, 0.500049619(28),"{""relu"": 0.01, ""name"": ""ES14"", ""nom_cap"": [0.0, 5e-13], ""yhv"": [0.0, 0.0], ""ylv"": [0.0, 0.0], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 9.461765089814975e-16, \""ximag\"": 5.000496187271856e-09, \""u\"": [1.5909234943206827e-15, 2.7720859481844985e-16], \""v\"": [2.5310375647815313e-30, 7.093969820060556e-33, 7.093969820060556e-33, 7.684460504121951e-32], \""df\"": 64.19167229199016, \""label\"": null}"", ""flag"": ""best value set""}"
es13, 4.99993630(28),"{""relu"": 0.01, ""name"": ""ES13"", ""nom_cap"": [0.0, 5e-12], ""yhv"": [8e-10, 2.05e-10], ""ylv"": [0.0, 0.0], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 2.0065339429421902e-14, \""ximag\"": 4.999936299308857e-08, \""u\"": [1.5387850007918027e-14, 2.7596702129662398e-15], \""v\"": [2.367859278661828e-28, 2.1341131177248436e-31, 2.1341131177248436e-31, 7.61577968433313e-30], \""df\"": 56.262543004761206, \""label\"": null}"", ""flag"": ""best value set""}"
es16, 5.00009627(28),"{""relu"": 0.01, ""name"": ""ES16"", ""nom_cap"": [0.0, 5e-12], ""yhv"": [6e-10, 1.85e-10], ""ylv"": [0.0, 0.0], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 1.8506274482092277e-14, \""ximag\"": 5.0000962656557684e-08, \""u\"": [1.538874362015422e-14, 2.7598665597100765e-15], \""v\"": [2.3681343020683718e-28, 2.1342410156548493e-31, 2.1342410156548493e-31, 7.616863427405933e-30], \""df\"": 56.268438728347625, \""label\"": null}"", ""flag"": ""best value set""}"
gr10, 10.00015628(55),"{""relu"": 0.01, ""name"": ""GR10"", ""nom_cap"": [0.0, 1e-11], ""yhv"": [0.0, 0.0], ""ylv"": [0.0, 0.0], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 2.974720994142211e-13, \""ximag\"": 1.0000156281274596e-07, \""u\"": [3.0776926543684344e-14, 5.519592093673945e-15], \""v\"": [9.472192074753419e-28, 8.507474997066157e-31, 8.507474997066157e-31, 3.0465896880547926e-29], \""df\"": 56.2651392683614, \""label\"": null}"", ""flag"": ""best value set""}"
gr100, 100.0038849(55),"{""relu"": 0.01, ""name"": ""GR100"", ""nom_cap"": [0.0, 9.999999999999999e-11], ""yhv"": [7e-10, 4.8372e-10], ""ylv"": [0.0, 0.0], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 1.9172077251339624e-12, \""ximag\"": 1.0000388493374928e-06, \""u\"": [3.0423978319170476e-13, 5.511858281670389e-14], \""v\"": [9.256184567653552e-26, 1.959739087183281e-29, 1.959739087183281e-29, 3.0380581717218453e-27], \""df\"": 53.742843224996534, \""label\"": null}"", ""flag"": ""best value set""}"
gr1000a, 1000.030147(56),"{""relu"": 0.01, ""name"": ""GR1000A"", ""nom_cap"": [0.0, 1e-09], ""yhv"": [0.0, 1.386e-09], ""ylv"": [0.0, 0.0], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 8.008956906319829e-11, \""ximag\"": 1.0000301470862467e-05, \""u\"": [3.10672644733059e-12, 5.603598169092637e-13], \""v\"": [9.651749218543349e-24, 8.157872746661185e-27, 8.157872746661185e-27, 3.140031244065835e-25], \""df\"": 58.42705272003088, \""label\"": null}"", ""flag"": ""best value set""}"
gr1000b, 1000.013713(56),"{""relu"": 0.01, ""name"": ""GR1000B"", ""nom_cap"": [0.0, 1e-09], ""yhv"": [0.0, 1.386e-09], ""ylv"": [0.0, 0.0], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 8.574727717709243e-11, \""ximag\"": 1.0000137133995283e-05, \""u\"": [3.106676405141379e-12, 5.603505797470966e-13], \""v\"": [9.65143828626216e-24, 8.152449348257113e-27, 8.152449348257113e-27, 3.1399277222290726e-25], \""df\"": 58.42712797058104, \""label\"": null}"", ""flag"": ""best value set""}"
es13_16, 10.00003256(55),"{""relu"": 0.01, ""name"": ""ES13ES16"", ""nom_cap"": [0.0, 1e-11], ""yhv"": [2.08e-09, 4.948e-10], ""ylv"": [0.0, 0.0], ""ang_freq"": 10000.0, ""best_value"": ""{\""xreal\"": 3.8571613911514185e-14, \""ximag\"": 1.0000032564964626e-07, \""u\"": [3.077654549497023e-14, 5.51952302813782e-15], \""v\"": [9.471957526039725e-28, 8.530998567119722e-31, 8.530998567119722e-31, 3.046513445814369e-29], \""df\"": 56.26513698069079, \""label\"": null}"", ""flag"": ""best value set""}"
